text,coarse label
Vad är telefonnumret för The University of Kentucky?,NUM
Vem uppfann baseboll?,HUM
Hur många fruar hade Brigham Young?,NUM
Vilken produkt på marknaden är bra för att dölja ansiktsärr?,ENTY
Hur lång är promenaden på Coney Island?,NUM
Vilken stad blev känd för sina ärtsoppor?,LOC
"Vad betyder ""Janelle""?",DESC
Hur får jag tag på en annan stadstidning?,DESC
Nämn en film om siouxindianerna med Kevin Costner i huvudrollen.,ENTY
Vem blev skjuten i ryggen under ett pokerspel i Deadwood| Dakotas?,HUM
Vilka är de distinkta fysiska egenskaperna hos den arabiska hästen?,DESC
Vad är en rädsla för åska?,ENTY
Vilket djur har dödat flest människor?,ENTY
Hur många högskolor finns i Wyoming?,NUM
"Vilken rysk hamn har ett namn som betyder ""Österns Härskare""?",LOC
Var kan aktier handlas online?,LOC
När var slaget vid Hastings?,NUM
Vilken filtyp har filnamnstillägget .dbf?,ENTY
När levde Muhammad?,NUM
Vilken då nedsättande term användes för målarna Monet| Sisley| Pissarro| Renoir och Degas?,ENTY
Vad är en wap?,DESC
Var kommer stenar ifrån?,DESC
Hur stoppar jag bakgrundsljud i en bilstereo?,DESC
Var klättrar folk i Nepal?,LOC
Vilket är det bästa colleget i landet?,HUM
Vad är viskositet?,DESC
Vad hette den sitcom som Alyssa Milano spelade in med Tony Danza?,ENTY
Vilka är de nordiska länderna?,LOC
Var på Internet kan jag få information om det femte ändringsförslaget om American Bill of Rights?,LOC
Vilken amerikansk stat gränsar Illinois i norr?,LOC
Namn en film där Jude Law skådespelade.,ENTY
Vad är temperaturen för att baka Peachy Oat Muffins?,NUM
Vad är en rädsla för bin?,ENTY
Vilken Vladimir Nabokov-roman innefattar professor Humbert som är kär i en 12-årig flicka?,ENTY
Vad är en grön myr?,DESC
Var kom myten om jultomten från?,LOC
Vad fruktar en stolsbunden basofob?,ENTY
Vilken stad betjänas av Logan International Airport?,LOC
"Vilken brottningsstjärna blev ""The Incredible Hulk""?",HUM
Vad lockar turister till Reims?,LOC
Vilket spel spelar Steve McQueen och Edward G. Robinson i The Cincinnati Kid?,ENTY
Vilket fästelement patenterade Whitcomb Judson år 1893?,ENTY
Vad är en auberge i Frankrike?,DESC
Vem var stjärnan i Broadway-hiten Golden Boy år 1965?,HUM
Var är Procter & Gamble baserat i USA?,LOC
Vilken armé grundades av William Booth och hans fru Catherine?,HUM
Vad består ribavirin av?,ENTY
"Namnge läsken som är ""nummer ett i solen.""",ENTY
Vilken är webbadressen till listan över e-postadresser till representanthuset?,LOC
Vad hette hon på riktigt?,HUM
Varför är öronen ditt centrum för balans?,DESC
Vem uppfann tandborsten?,HUM
Vad hette den populära låten Creeps sjöng?,ENTY
Var sägs den avskyvärda snömannen vandra?,LOC
Vad är en rädsla för att vara ensam?,ENTY
"Hur många punkter utgör symbolen för ""därför""?",NUM
Vad får du genom att lägga till Lactobacillus bulgaricus i mjölk?,ENTY
Vad står EENTY för för läsning av rubrikannonser?,ABBR
Hur många hjärtan har en bläckfisk?,NUM
Vilken växt har det största fröet?,ENTY
Vilket var det enda landet du fick köra till Israel från år 1979?,LOC
"Vad närmar sig när en cyklist ropar: ""Olja""?",ENTY
Vilken baseballstjärna avslog ett kontrakt på 1 000 dollar per år för att han kände att han inte hade förtjänat det?,HUM
Vilken typ av sport är ofta förknippad med huliganer?,ENTY
Vilken videospelshjälte kallas Chomper av några av hans fans?,HUM
Hur många hål finns det i en bowlingboll?,NUM
Vad är det längsta ordet på engelska?,ENTY
Vilken TV-komikers karaktärer inkluderar före detta filmstjärna Nora Desmond| sekreterare Mrs. Wiggins och en hemmafru som heter Eunice?,HUM
"Vad är ""björnen av öl""?",ENTY
Namnge operativsystemet som körs på IBM-kompatibla maskiner.,ENTY
"Vad betyder namnet ""Justin""?",DESC
Hur stor andel av kroppen är muskler?,NUM
Vilken färg av torrt vin ska serveras med kalvstek och kotletter?,ENTY
Vad är en golfboll gjord av?,ENTY
Vad är Amish-religionen?,DESC
Vad får en dagvårdsleverantör i genomsnitt betalt i New England?,NUM
Vad hette den irländska terrorgruppen på 1870-talet i Pennsylvania?,HUM
Vem spelade Ringo Kid i filmen Stagecoach från 1939?,HUM
Vem dog 1 fot från där John F. Kennedy dog?,HUM
"Vad är ""coppertop""-batteriet?",DESC
Vilket tecken är Vattenbäraren zodiakens symbol för?,ENTY
Vilka djur hittar du på aktiemarknaden?,ENTY
Vad är färg?,DESC
När kommer webbplatsen www.questions.com att öppnas?,NUM
Vad skrev Shostakovich till Rostropovich?,ENTY
Vilket förnamn fick Nipsy Russell vid födseln?,HUM
Hur kan jag få gratis teknisk information om elfordon?,DESC
Vem är den yngsta av Beatles?,HUM
Hur betecknade varvsinspektören James J. Kilroy utrustningen som tillfredsställande?,DESC
Vad är en Jellicle Cat?,DESC
Var kan jag hitta de bästa kostnadsfria källorna för en debatt om Ryssland?,LOC
Vad är Bill Gates| från Microsoft| e-postadress?,LOC
Vad är det näst hårdaste ämnet?,ENTY
Varför slutade flera skolor i San Diego servera äpplen till eleverna?,DESC
Vilken rysk stad har Hermitage Museum?,LOC
När är Bastilladagen?,NUM
Vad får en tornado att vända?,DESC
Hur många skott kan ett M16-lager ha?,NUM
Vilka två färger är du blind för om du lider av protanopi?,ENTY
Varför har ni inte någon form av tävling där ni ställer en fråga och den som hittar svaren vinner ett pris?,DESC
Vem är Coronado?,HUM
Vad hette filmen med Sharon Stone och Arnold Schwarzenegger?,ENTY
Vad är artificiell intelligens?,DESC
Vad äter plattfisk?,ENTY
Vem var den första heliga romerska kejsaren?,HUM
Vad kan jag använda för att ta bort envisa gummiprodukter från vissa disketter?,ENTY
Vilken veckodag ser de mest dödliga bilolyckorna?,NUM
Vad är ordets ursprung| magi?,DESC
I vilken sport fångar du höga bollar?,ENTY
Vad är vit choklad?,DESC
Var ligger Trinidad?,LOC
Namnge den organisation som leds av ett säkerhetsråd.,HUM
"Vem prydde luftvågorna med sådana pärlor som """"Gör du mig själv? Bli naken| älskling!""""?",HUM
Vilken typ av vin är Spumante?,ENTY
Vem skildrade den fetlagda kriminologen Carl Hyatt på Checkmate?,HUM
Hur säger man jag älskar dig på spanska?,ENTY
Vad betyder namnet Gina?,DESC
Vilken är den mest avancerade handhållna kalkylatorn i världen?,ENTY
Hur snabbt är ljuset?,NUM
Vad heter bältet med lågt tryck runt ekvatorn?,ENTY
Vad är stjärnfall?,DESC
Vem slogs av Chicago Bulls i mästerskapet 1993?,HUM
När publicerades den första amerikanska uppslagsverket?,NUM
Vad är den högsta byggnaden i New York City?,LOC
Hur bestäms påskdagens datum?,DESC
Vad är motto för staten Maryland?,DESC
Vem är Desmond Tutu?,HUM
Var kan jag hitta information om Narragansett-indianerna och andra stammar i Rhode Island?,LOC
Nämn en tiger som är utdöd.,ENTY
Hur många quarters motsvarar ett pund?,NUM
Vilken typ av böcker publicerar Fodors?,ENTY
Vilka är förnamnen på Rowan och Martin| stjärnorna i TV:s Laugh-In?,HUM
Vilket kapitel i Bibeln har flest verser?,NUM
Vem är den värsta amerikanska presidenten någonsin?,HUM
Vilken asiatisk ledare var känd som The Little Brown Saint?,HUM
Vad är det förkortade uttrycket för National Bureau of Investigation?,ABBR
Hur snabbt går den snabbaste bilen?,NUM
Vilket är det högsta berget i världen?,LOC
Vilken båge kan du se från Place de la Concorde?,LOC
"Vem sjunger låten ""Drink to me with thine eyes"" av Ben Johnson?",HUM
Hur länge ska en person tvätta händerna innan de är rena?,NUM
Vilket håll vrider du din Bic för att öka lågan - medurs eller moturs?,LOC
Vilket är det rikaste landet i världen?,LOC
Hur kan jag hitta ett telefonnummer till någon om jag bara känner till deras e-postadress?,DESC
Hur kan du kontakta teaterproducenter och marknadsförare online?,DESC
Vem är Storbritanniens monark?,HUM
Vad är en rädsla för att passera höga föremål?,ENTY
Vad försöker spelare göra när musiken stannar i ett spel av hela havet stormar?,DESC
Vilka är de tio vanligaste flicknamnen i USA?,HUM
Varför är svart färgen på sorg i väst?,DESC
Vilket är det sällsyntaste myntet?,ENTY
Vilken Judith Rossner-roman gjordes till en film med Diane Keaton i huvudrollen?,ENTY
Vilket land är Australiens största exportmarknad?,LOC
Var ligger Kentucky Horse Park?,LOC
Vad är en rädsla för parasiter?,ENTY
I vilka olympiska spel blev Nadia Comaneci populär?,ENTY
Vem samlar in data inom turism?,HUM
Vad hette dottern till Virginia-chefen Powhatan som gifte sig med John Rolfe?,HUM
Vilken är den ledande staten för växandet av pekannötter och jordnötter?,LOC
Vad tror en nihilist på?,DESC
Vad sa Richard Feynman när han hörde att han skulle få Nobelpriset i fysik?,DESC
I vilken sport är följande siffror relevanta: 118| 126| 134| 142| 15| 158| 167| 177 och 19?,ENTY
Vem var de fyra berömda grundarna av United Artists?,HUM
Vilka två statyer gav Frankrike till andra länder?,ENTY
Vad är amfibier?,DESC
Hur många spermaceller har en genomsnittlig utlösning?,NUM
"Benämn engångshyveln som ""kostar cirka 19 cent.",ENTY
"Hur långt måste du springa om du slår en ""home run""?",NUM
Vem var den enda amerikanska presidenten som bar en nazistisk uniform?,HUM
Woodrow Wilson var president för vilket universitet?,HUM
Var är de tropiska regnskogarna?,LOC
Vad är smeknamnet på Jimmy Snyder?,HUM
Vad är rädslan för att bli älskad?,ENTY
Hur många personer dömdes Randy Steven Craft för att ha dödat?,NUM
Vad var drottning Victorias titel angående Indien?,HUM
Hur skiljer sig en vätgasbomb från en kärnbomb?,DESC
Hur långt kan en man resa i yttre rymden?,NUM
Var mördades Lincoln?,LOC
Vilken typ av mat gör dig fet?,ENTY
Vad heter den kroniska neurologiska autoimmuna sjukdomen som angriper proteinmanteln som omger nervcellerna och orsakar en gradvis förlust av rörelse i kroppen?,ENTY
Vad var den amerikanska motorvägens dödsfall år 1969?,NUM
Vilken typ av djur är Dorsets| Lincolns| Oxfords och Southdowns?,ENTY
Vilka är de kortaste och längsta låtarna som någonsin producerats?,ENTY
Vilken bokstav är till höger om K på ett skrivmaskinstangentbord?,ENTY
"Vad är ursprunget och betydelsen av namnet ""Hajo""?",DESC
Vad är pluralet av bukt?,ENTY
Vems självbiografi har titeln Yes I Can?,HUM
Vilket år godkände USA upphovsrättslagen?,NUM
Hur stor andel av amerikanerna äger sina hem?,NUM
Vilken är den första dagen i veckan?,NUM
Vilken stad skjöts president William McKinley in?,LOC
Vilken stad har världens längsta tunnelbanesystem?,LOC
Vem hävdade att han dödade 4280 bufflar som mat för besättningen som byggde Kansas Pacific Railway?,HUM
Vad är Bombay duck?,DESC
Hur många grader svalare är gurkans insida än luften utanför?,NUM
"Vilken dubbeltalande ""professor"" har doktorsexamen i Ingenting?",HUM
Vilka är de fem dyraste städerna i världen?,LOC
Vilken författare från 1800-talet hade en lantgård på Hudson kallad Sunnyside?,HUM
Hur många lager gul färg är en på en Faber Mongol-penna?,NUM
Vad är en virtuell IP-adress?,DESC
Vad hette kocken på Rawhide?,HUM
Vilken delstat ligger Chicago i?,LOC
Vad är en kondors vingbredd?,NUM
Vilken ansiktsdel innehåller vanligtvis cirka 55 hårstrån?,DESC
Vem utnämndes till Admiral of the Ocean Seas och Viceroy och guvernör för alla öar han skulle upptäcka| och beviljades också 10% av alla vinster från hans resa?,HUM
Hur kan jag transportera filer från en dator till en annan?,DESC
Vad är den litterära termen för en lek med ord?,ENTY
Vilken färg hade deras hästar?,ENTY
Vad får en dagvårdsleverantör i genomsnitt betalt i New England?,NUM
Vilken författare landade en 468 pund marlin i början av 1930-talet?,HUM
Hur många amerikaner kämpade för britterna i den amerikanska revolutionen?,NUM
Vilken utbildning behöver jag för att bli flygvärdinna?,ENTY
Vilka är de två språken på Malta?,ENTY
Hur många hav finns det?,NUM
Vad hände under Blackhawks indiska krig år 1832?,DESC
Hur många par ben har en hummer?,NUM
"Vad betyder den latinska frasen ""ante mortem""?",DESC
Vad betyder namnet Shawn?,DESC
Var ligger Donau?,LOC
Vilken advokat vann den största skilsmässoöverenskommelsen (85 miljoner dollar) i USA:s historia för Sheika Dena Al-Farri?,HUM
Vad kallar man en grupp gäss?,ENTY
Vem levererade sin senaste nyhetssändning den 6 mars 1981?,HUM
"Hur många gånger har """"Louie| Louie"""" spelats in?",NUM
Hur skiljer sig Answers.com från KnowPost.com?,DESC
Vilket är det längsta platsnamnet i USA?,LOC
Vilken procent gillade Thatcher efter att hon hade varit vid makten i ett decennium?,NUM
Var vill Buzz Aldrin bygga en permanent bemannad rymdstation?,LOC
Vilken var Mel Gibsons första film?,ENTY
Varför stängdes Shea och Goulds LA-kontor?,DESC
Hur startar jag en bank?,DESC
Hur fungerar Ouija Boards?,DESC
Vilken häst red Zorro på?,ENTY
Hur får du en trasig kork ur en flaska?,DESC
Var kan jag hitta rätt tabulatur för Third Eye Blind-låtar?,LOC
Hur bestämmer du uppvärmningskraven för ditt hem?,DESC
"Vilken tidigare vänsterhänta major-league-baseballkastare var känd som ""Space Man""?",HUM
"Vilken hårvårdsprodukt sa till oss """"hata det gråa| tvätta bort det""""?",ENTY
Varför gick kycklingen över vägen?,DESC
Vad var Michelangelos efternamn?,HUM
Vem är Barbara Jordan?,HUM
Vem var den demokratiska kandidaten i det amerikanska presidentvalet?,HUM
Vad hette Connecticuts första konstitution?,ENTY
Vilken historisk händelse hände i Dogtown 1899?,ENTY
Vad görs om tusenfelet?,DESC
Vad ledde till kung Camp Gillettes berömmelse?,DESC
Vad är den vanligaste typen av hudcancer i USA?,ENTY
Vad är Olestra?,DESC
Vilket land i Asien har rättigheter för kor?,LOC
Hur många fingrar används för att spänna en båge?,NUM
Vilka är två växter som kläder är gjorda av?,ENTY
När var orkanen Hugo?,NUM
Vilken är den mest koffeinhaltiga läsken?,ENTY
Vilken framtida president var den första kongressmedlemmen som anlitades efter attacken på Pearl Harbor?,HUM
Vad kostade Varian Associates vakuumprodukter?,NUM
"När var ""den stora depressionen""?",NUM
Vilket språk talas mest i Brasilien?,ENTY
Vilket college producerade de mest vinnande Super Bowl quarterbacksen?,HUM
"Hur löser man ""Rubiks kub""?",DESC
Vad är beredd senap?,DESC
"Vilken klassisk spansk författare varnade: ""Allt som glittrar är inte guld""?",HUM
"Vad betyder ""antidisestablishmentarianism""?",DESC
Vilken skådespelare gifte sig med John F. Kennedys syster?,HUM
Vad lider en topofob skådespelare av?,ENTY
Vem sparkade Maria Ybarra från sin position i San Diego-rådet?,HUM
Den italienska konstnären| Maurizio Pellegrin| är hur gammal?,NUM
Vilken typ av jakt används retrievers för?,ENTY
Vad är Colin Powell mest känd för?,DESC
Vem var den första svarta golfaren som startade i Masters?,HUM
Vilken stad är omgivning för Puccinis opera La Boheme?,LOC
Vilken amerikansk president visade en förkärlek för att tugga tuggummi?,HUM
Vad mäts i curies?,DESC
Vems skydd är en anställd på Universal Import and Export?,HUM
Vilken före detta presidentdotter har skrivit en bok med titeln Mord i Vita huset?,HUM
"Vilken fiktiv karaktär kallas den ""melankoliska danskens""?",HUM
Italien är den största producenten av vad?,ENTY
Vilken långvarig spelprogramvärd dog under en joggingtur i Central Park år 1984?,HUM
"Vad är innebörden av WB Yeats dikt| ""The Three Hermits""?",DESC
"Vilka var de ""smutsigaste människorna som levde""?",HUM
Vilken smittsam sjukdom är världens dödligaste?,ENTY
Vad är Spumante?,DESC
Vilket år valde Irland sin första kvinnliga president?,NUM
Vad är en isthmus?,DESC
Vad hette späckhuggaren som dog av en svampinfektion?,ENTY
Var ligger Moçambique?,LOC
Vad är Mississippis statsdjur?,ENTY
"Vad är ursprunget till ordet ""nyheter""?",DESC
Vad slutade Dan Aykroyd och John Belushi Saturday Night Live för att bli?,ENTY
Hur många månader pågår en normal mänsklig graviditet?,NUM
Hur fungerar bränsleinsprutare?,DESC
Hur kan din skola marschera i Macy's Thanksgiving Parade?,DESC
"Vad är det riktiga namnet på discjockeyn ""Wolfman Jack""?",HUM
Vilken italiensk linjefartyg kapades 1985?,ENTY
Vilken stad rymmer det amerikanska huvudkontoret Procter and Gamble?,LOC
"Vilken tvål annonserades som att vara ""för människor som gillar människor""?",ENTY
Hur mycket var minimilönen år 1991?,NUM
Vad står NAFTA för?,ABBR
Vem uppfann silly putty?,HUM
Vilken ny mellanstadium byggdes i Philadelphia| Pennsylvania| förra året?,HUM
Vem patenterade den första fonografen?,HUM
Vilka är några tips för att bygga en eld i en öppen spis?,ENTY
Vad äter sjökor?,ENTY
Hur säger man 2 på latin?,ENTY
Vilka var några populära låtar på 1920-talet?,ENTY
Hur många vietnameser fanns det i Sovjetunionen?,NUM
Vad är novembers födelsesten?,ENTY
Vad är en certifierad barnmorskesjuksköterska?,DESC
Hur många mil är det i genomsnitt till månen?,NUM
Vem skapade privatdetektiven Philip Marlowe?,HUM
Vilken Boris Pasternak-bok sålde 50 exemplar så den blev skönlitteraturbästsäljare 1958?,ENTY
"Vad är ursprunget till uttrycket ""tout de suite""?",DESC
