text,verbose label,coarse label,fine label
"När ratificerades kvinnors rösträtt?",NUM:date,5,39
"Vilka polynesiska människor bor i Nya Zeeland?",HUM:gr,1,29
"Vilken filmresa i det romerska imperiet har förmaningen: "Må bra och lev"?",ENTY:cremat,3,9
"Vilket centrum i Nevada har kallats The Biggest Little City in the World?",LOC:city,0,32
"Vilken president bodde på 219 North Delaware Street, Independence, Missouri?",HUM:ind,1,30
"Ange en anledning till att amerikanska indianer ofta hoppar av skolan.,DESC:reason,2,5
"Var måste en fotbollsmålvakt stå för att få hantera bollen med händerna?",LOC:other,0,35
"Vad är skillnaden mellan klassisk konditionering och operant konditionering?",DESC:desc,2,3
"I vilken amerikansk stat valdes den första kvinnliga guvernören?",LOC:state,0,36
"Vad är några intressanta fakta och information om hundspann?",DESC:desc,2,3
"Vilket år dog Hitler?",NUM:date,5,39
"Vilken berömd modell var gift med Billy Joel?",HUM:ind,1,30
"Vilken typ av djur är Babar?",ENTY:animal,3,6
"Vad är Jane Goodall känt för?",DESC:reason,2,5
"Vad dödade Bob Marley?",ENTY:other,3,17
"Hur mycket pengar är Dumbos öron försäkrade för?",NUM:money,5,41
"Vem dansade till berömmelse med Fred Astaire i Youll Never Get Rich år 1941?",HUM:ind,1,30
"Vem är Stein Eriksen?",HUM:desc,1,28
"Vad betyder namnet Billie?",DESC:def,2,2
"Vem är världens snabbaste simmare?",HUM:ind,1,30
"Vilken är den högsta toppen i Afrika?",LOC:mount,0,34
"Var har Procter & Gamble sitt huvudkontor i USA?",LOC:other,0,35
"Vilken öken har kallats Allahs trädgård?",LOC:other,0,35
"Vad har bikornade djur två av?",ENTY:other,3,17
"Vilken funktion har ett samhälles vattentorn?",DESC:reason,2,5
"Vad är en rädsla för svaghet?",ENTY:dismed,3,11
"Hur många mil är det till Ohio från North Carolina?",NUM:count,5,38
"Hur mycket snö motsvarar ett tum regn?",NUM:count,5,38
"Vad står GMT för?",ABBR:exp,4,1
"Vad betyder Inuit och Eskimå?",DESC:def,2,2
"Vilken låt fungerade som avslutande tema för The Johnny Cash Show?",ENTY:cremat,3,9
"Vilken fältsport främjade tandläkaren William Beers och skrev en standardbok med regler för?",ENTY:sport,3,21
"Hur knytfärgar jag kläder?",DESC:manner,2,4
"När har den genomsnittliga tonåringen först samlag?",NUM:date,5,39
"Varför har www.answers.com inga svar på mina frågor?",DESC:reason,2,5
"Vilken skådespelares självbiografi heter All My Yesterdays?",HUM:ind,1,30
"Vilken rysk mästarspion bodde i USA under namnet Emil Goldfus?",HUM:ind,1,30
"Var är det 19:e hålet på en golfbana?",LOC:other,0,35
"Vad är naturens syfte med tornados?",DESC:reason,2,5
"Vilka spelade de ursprungliga Charlie's Angels?",HUM:ind,1,30
"Var kan jag hitta en persons adress från ett telefonnummer?",LOC:other,0,35
"Vilket engelskt ord kommer från  gammelfranskans covrefeu, som betyder täcka eld?",ENTY:word,3,27
"Vilket musikinstrument spelade Prewitt i James Jones From Here to Eternity?",ENTY:instru,3,14
"Var fick Sarge Steel sin metallhand?",LOC:other,0,35
"Vad får popcorn att poppa?",DESC:reason,2,5
"Vem skrev The Night of the Iguana?",HUM:ind,1,30
"Var växer ditt hår snabbast?",ENTY:body,3,7
"I vilket land regerade kung Gustav V?",LOC:country,0,33
"Vem målade Mother and Child?",HUM:ind,1,30
"Vad är Mississippiflodens hastighet?",NUM:speed,5,46
"I vilket område i världen utkämpades sexdagarskriget?",LOC:other,0,35
"Vilken är den ljusaste stjärnan som är synlig från jorden?",LOC:other,0,35
"Vilken film markerade Robert Redfords regiedebut?",ENTY:cremat,3,9
"Vad var Maos andra namn?",HUM:ind,1,30
"Vilken eller vilka filmer har Jude Law medverkat i?",ENTY:cremat,3,9
"Var bor hyener?",LOC:other,0,35
"Vem är "Queen Mother"?",HUM:desc,1,28
"Vad är det vanligaste språket i Belgien?",ENTY:lang,3,15
"Vem har mer DNA - en man eller en kvinna?",HUM:ind,1,30
"Vad är Maid-Rites?",DESC:def,2,2
"Vilken barnberättelse innehåller raden: "Come and hold this skein of wool for me"?",ENTY:cremat,3,9
"Vilken nivå på regeringen eller myndigheten är ansvarig för att hantera rasism?",HUM:gr,1,29
"Hur många domare arbetar en fotbollsmatch?",NUM:count,5,38
"Vilken cocktail blandar du ihop med whisky och söt vermouth?",ENTY:food,3,13
"Hur säger man "färsk" på spanska?",ENTY:termeq,3,25
"Vad gör bikupor i tranbärsmyrar?",DESC:desc,2,3
"Vad orsakade Lynmouthöversvämningarna?",DESC:reason,2,5
"När är tulpanfestivalen i Michigan?",NUM:date,5,39
"Vem kom på namnet El Nino?",HUM:ind,1,30
"Vilken film spelade Madilyn Kahn med Gene Wilder?",ENTY:cremat,3,9
"Vilken typ av bro är Golden Gate Bridge?",ENTY:other,3,17
"Vilken diktator har smeknamnet "El Maximo"?",HUM:ind,1,30
"Vilken stereotillverkare är "något före sin tid"?",HUM:gr,1,29
"Vilken amerikansk stad är Drottningen av Stilla havet?",LOC:city,0,32
"Vilken TV-sitcom-karaktär hade flicknamnet Ethel Potter?",HUM:ind,1,30
"Vad var den första Lifesaver-smaken?",ENTY:food,3,13
"Vem förde den mest kända dagboken?",HUM:ind,1,30
"Var kan jag hitta de bästa singlarna?",LOC:other,0,35
"Hur många grader svalare är gurkans insida än luften utanför?",NUM:count,5,38
"Vilken spansk konstnär målade korsfästelsen?",HUM:ind,1,30
"Vad heter den judiska bibeln?",ENTY:cremat,3,9
"Varför är gräset grönt?",DESC:reason,2,5
"Vad är en brandvägg?",DESC:def,2,2
"Vilken spionförfattare var Moskva-korrespondent för Reuter och The Times of London?",HUM:ind,1,30
"Vilket oljebolag valde nästan ett ord som innebar "stoppad bil" på japanska som sitt nya internationella namn?",HUM:gr,1,29
"Hur lång tid tar det för spindelmannens spindelnät att avdunsta?",NUM:period,5,45
"Vem var Randy Steven Crafts advokat?",HUM:ind,1,30
"Vad var känt som Spice Island?",LOC:other,0,35
"Vem är världsmästare i schack?",HUM:ind,1,30
"Namnge den Ranger som alltid var efter Yogi Bear.",HUM:ind,1,30
"Vilken kortlek inkluderar Wheel of Fortune, The Lovers, och Death?",ENTY:other,3,17
"Vad bär Frihetsgudinnan på fötterna?",ENTY:other,3,17
"Vem är hyrbilarnas superstjärna?",HUM:ind,1,30
"McCarren Airport ligger i vilken stad?",LOC:city,0,32
"Vilken hushållsanläggning innehåller en flottörkula, kulkran och överströmningsrör?",ENTY:other,3,17
"Vad hette Betty Boops hund?",ENTY:animal,3,6
"Hur stor del av en bävers liv spenderas i simning?",NUM:perc,5,44
"Vad var bron av San Luis Rey gjord av?",ENTY:substance,3,22
"Vad gör ekonomer?",DESC:desc,2,3
"Vilket land har den största fårpopulationen?",LOC:country,0,33
"Vad behöver jag göra för att ta min hund med mig för att bo i Dominica, Västindien i ett år?",DESC:desc,2,3
"Vilket land är världens största importör av cognac?",LOC:country,0,33
"Hur många år är Johnnie Walker Black Label lagrad?",NUM:count,5,38
"Vad står SIDS för?",ABBR:exp,4,1
"Vad är Grenadas huvudsakliga råvaruexport?",ENTY:other,3,17
"Hur mycket skulle ett svartvitt 1-cent-frimärke vara värd, med Thomas Jefferson på den?",NUM:money,5,41
"Vad gör en klitoris känslig?",DESC:reason,2,5
"Vilket land har flest tidszoner, med 11?",LOC:country,0,33
"Vilken "magi" använder Mandrake?",ENTY:other,3,17
"Vem är president för Stanford University?",HUM:ind,1,30
"Vems första presidentorder var: "Låt oss få den här jävla saken i luften"?",HUM:ind,1,30
"Vad introducerades kommersiellt av Bayer AG i Leverkusen 1899?",ENTY:other,3,17
"Vilken stad ligger Logan Airport i?",LOC:city,0,32
"Vad är en nanometer?",DESC:def,2,2
"Hur många innings spelar man under en basebollmatch?",NUM:count,5,38
"När gick CNN i sändning?",NUM:date,5,39
"Vad är den största staden på de stora sjöarna?",LOC:city,0,32
"Vad är telefonnumret för The University of Kentucky?",NUM:code,5,37
"Vem uppfann baseboll?",HUM:ind,1,30
"Hur många fruar hade Brigham Young?",NUM:count,5,38
"Vilken produkt på marknaden är bra för att dölja ansiktsärr?",ENTY:product,3,19
"Hur lång är promenaden på Coney Island?",NUM:dist,5,40
"Vilken stad blev känd för sina ärtsoppor?",LOC:city,0,32
"Vad betyder "Janelle"?",DESC:def,2,2
"Hur får jag tag på en annan stadstidning?",DESC:manner,2,4
"Nämn en film om siouxindianerna med Kevin Costner i huvudrollen.",ENTY:cremat,3,9
"Vem blev skjuten i ryggen under ett pokerspel i Deadwood, Dakotas?",HUM:ind,1,30
"Vilka är de distinkta fysiska egenskaperna hos den arabiska hästen?",DESC:desc,2,3
"Vad är en rädsla för åska?",ENTY:dismed,3,11
"Vilket djur har dödat flest människor?",ENTY:animal,3,6
"Hur många högskolor finns i Wyoming?",NUM:count,5,38
"Vilken rysk hamn har ett namn som betyder "Österns Härskare"?",LOC:city,0,32
"Var kan aktier handlas online?",LOC:other,0,35
"När var slaget vid Hastings?",NUM:date,5,39
"Vilken filtyp har filnamnstillägget .dbf?",ENTY:other,3,17
"När levde Muhammad?",NUM:date,5,39
"Vilken då nedsättande term användes för målarna Monet, Sisley, Pissarro, Renoir och Degas?",ENTY:termeq,3,25
"Vad är en wap?",DESC:def,2,2
"Var kommer stenar ifrån?",DESC:desc,2,3
"Hur stoppar jag bakgrundsljud i en bilstereo?",DESC:manner,2,4
"Var klättrar folk i Nepal?",LOC:mount,0,34
"Vilket är det bästa colleget i landet?",HUM:gr,1,29
"Vad är viskositet?",DESC:def,2,2
"Vad hette den sitcom som Alyssa Milano spelade in med Tony Danza?",ENTY:cremat,3,9
"Vilka är de nordiska länderna?",LOC:country,0,33
"Var på Internet kan jag få information om det femte ändringsförslaget om American Bill of Rights?",LOC:other,0,35
"Vilken amerikansk stat gränsar Illinois i norr?",LOC:state,0,36
"Namn en film där Jude Law skådespelade.",ENTY:cremat,3,9
"Vad är temperaturen för att baka Peachy Oat Muffins?",NUM:temp,5,47
"Vad är en rädsla för bin?",ENTY:dismed,3,11
"Vilken Vladimir Nabokov-roman innefattar professor Humbert som är kär i en 12-årig flicka?",ENTY:cremat,3,9
"Vad är en grön myr?",DESC:def,2,2
"Var kom myten om jultomten från?",LOC:other,0,35
"Vad fruktar en stolsbunden basofob?",ENTY:other,3,17
"Vilken stad betjänas av Logan International Airport?",LOC:city,0,32
"Vilken brottningsstjärna blev "The Incredible Hulk"?",HUM:ind,1,30
"Vad lockar turister till Reims?",LOC:other,0,35
"Vilket spel spelar Steve McQueen och Edward G. Robinson i The Cincinnati Kid?",ENTY:sport,3,21
"Vilket fästelement patenterade Whitcomb Judson år 1893?",ENTY:other,3,17
"Vad är en auberge i Frankrike?",DESC:def,2,2
"Vem var stjärnan i Broadway-hiten Golden Boy år 1965?",HUM:ind,1,30
"Var är Procter & Gamble baserat i USA?",LOC:other,0,35
"Vilken armé grundades av William Booth och hans fru Catherine?",HUM:gr,1,29
"Vad består ribavirin av?",ENTY:substance,3,22
"Namnge läsken som är "nummer ett i solen."",ENTY:food,3,13
"Vilken är webbadressen till listan över e-postadresser till representanthuset?",LOC:other,0,35
"Vad hette hon på riktigt?",HUM:ind,1,30
"Varför är öronen ditt centrum för balans?",DESC:reason,2,5
"Vem uppfann tandborsten?",HUM:ind,1,30
"Vad hette den populära låten Creeps sjöng?",ENTY:cremat,3,9
"Var sägs den avskyvärda snömannen vandra?",LOC:other,0,35
"Vad är en rädsla för att vara ensam?",ENTY:dismed,3,11
"Hur många punkter utgör symbolen för "därför"?",NUM:count,5,38
"Vad får du genom att lägga till Lactobacillus bulgaricus i mjölk?",ENTY:food,3,13
"Vad står EENTY för för läsning av rubrikannonser?",ABBR:exp,4,1
"Hur många hjärtan har en bläckfisk?",NUM:count,5,38
"Vilken växt har det största fröet?",ENTY:plant,3,18
"Vilket var det enda landet du fick köra till Israel från år 1979?",LOC:country,0,33
"Vad närmar sig när en cyklist ropar: "Olja"?",ENTY:other,3,17
"Vilken baseballstjärna avslog ett kontrakt på 1 000 dollar per år för att han kände att han inte hade förtjänat det?",HUM:ind,1,30
"Vilken typ av sport är ofta förknippad med huliganer?",ENTY:sport,3,21
"Vilken videospelshjälte kallas Chomper av några av hans fans?",HUM:ind,1,30
"Hur många hål finns det i en bowlingboll?",NUM:count,5,38
"Vad är det längsta ordet på engelska?",ENTY:word,3,27
"Vilken TV-komikers karaktärer inkluderar före detta filmstjärna Nora Desmond, sekreterare Mrs. Wiggins och en hemmafru som heter Eunice?",HUM:ind,1,30
"Vad är "björnen av öl"?",ENTY:animal,3,6
"Namnge operativsystemet som körs på IBM-kompatibla maskiner.",ENTY:other,3,17
"Vad betyder namnet "Justin"?",DESC:def,2,2
"Hur stor andel av kroppen är muskler?",NUM:perc,5,44
"Vilken färg av torrt vin ska serveras med kalvstek och kotletter?",ENTY:color,3,8
"Vad är en golfboll gjord av?",ENTY:substance,3,22
"Vad är Amish-religionen?",DESC:def,2,2
"Vad får en dagvårdsleverantör i genomsnitt betalt i New England?",NUM:money,5,41
"Vad hette den irländska terrorgruppen på 1870-talet i Pennsylvania?",HUM:gr,1,29
"Vem spelade Ringo Kid i filmen Stagecoach från 1939?",HUM:ind,1,30
"Vem dog 1 fot från där John F. Kennedy dog?",HUM:ind,1,30
"Vad är "coppertop"-batteriet?",DESC:def,2,2
"Vilket tecken är Vattenbäraren zodiakens symbol för?",ENTY:symbol,3,23
"Vilka djur hittar du på aktiemarknaden?",ENTY:animal,3,6
"Vad är färg?",DESC:def,2,2
"När kommer webbplatsen www.questions.com att öppnas?",NUM:date,5,39
"Vad skrev Shostakovich till Rostropovich?",ENTY:cremat,3,9
"Vilket förnamn fick Nipsy Russell vid födseln?",HUM:ind,1,30
"Hur kan jag få gratis teknisk information om elfordon?",DESC:manner,2,4
"Vem är den yngsta av Beatles?",HUM:ind,1,30
"Hur betecknade varvsinspektören James J. Kilroy utrustningen som tillfredsställande?",DESC:manner,2,4
"Vad är en Jellicle Cat?",DESC:def,2,2
"Var kan jag hitta de bästa kostnadsfria källorna för en debatt om Ryssland?",LOC:other,0,35
"Vad är Bill Gates, från Microsoft, e-postadress?",LOC:other,0,35
"Vad är det näst hårdaste ämnet?",ENTY:substance,3,22
"Varför slutade flera skolor i San Diego servera äpplen till eleverna?",DESC:reason,2,5
"Vilken rysk stad har Hermitage Museum?",LOC:city,0,32
"När är Bastilladagen?",NUM:date,5,39
"Vad får en tornado att vända?",DESC:reason,2,5
"Hur många skott kan ett M16-lager ha?",NUM:count,5,38
"Vilka två färger är du blind för om du lider av protanopi?",ENTY:color,3,8
"Varför har ni inte någon form av tävling där ni ställer en fråga och den som hittar svaren vinner ett pris?",DESC:reason,2,5
"Vem är Coronado?",HUM:desc,1,28
"Vad hette filmen med Sharon Stone och Arnold Schwarzenegger?",ENTY:cremat,3,9
"Vad är artificiell intelligens?",DESC:def,2,2
"Vad äter plattfisk?",ENTY:food,3,13
"Vem var den första heliga romerska kejsaren?",HUM:ind,1,30
"Vad kan jag använda för att ta bort envisa gummiprodukter från vissa disketter?",ENTY:other,3,17
"Vilken veckodag ser de mest dödliga bilolyckorna?",NUM:date,5,39
"Vad är ordets ursprung, magi?",DESC:desc,2,3
"I vilken sport fångar du höga bollar?",ENTY:sport,3,21
"Vad är vit choklad?",DESC:def,2,2
"Var ligger Trinidad?",LOC:other,0,35
"Namnge den organisation som leds av ett säkerhetsråd.",HUM:gr,1,29
"Vem prydde luftvågorna med sådana pärlor som ""Gör du mig själv? Bli naken, älskling!""?",HUM:ind,1,30
"Vilken typ av vin är Spumante?",ENTY:food,3,13
"Vem skildrade den fetlagda kriminologen Carl Hyatt på Checkmate?",HUM:ind,1,30
"Hur säger man jag älskar dig på spanska?",ENTY:termeq,3,25
"Vad betyder namnet Gina?",DESC:def,2,2
"Vilken är den mest avancerade handhållna kalkylatorn i världen?",ENTY:product,3,19
"Hur snabbt är ljuset?",NUM:speed,5,46
"Vad heter bältet med lågt tryck runt ekvatorn?",ENTY:termeq,3,25
"Vad är stjärnfall?",DESC:def,2,2
"Vem slogs av Chicago Bulls i mästerskapet 1993?",HUM:gr,1,29
"När publicerades den första amerikanska uppslagsverket?",NUM:date,5,39
"Vad är den högsta byggnaden i New York City?",LOC:other,0,35
"Hur bestäms påskdagens datum?",DESC:manner,2,4
"Vad är motto för staten Maryland?",DESC:desc,2,3
"Vem är Desmond Tutu?",HUM:desc,1,28
"Var kan jag hitta information om Narragansett-indianerna och andra stammar i Rhode Island?",LOC:other,0,35
"Nämn en tiger som är utdöd.",ENTY:animal,3,6
"Hur många quarters motsvarar ett pund?",NUM:count,5,38
"Vilken typ av böcker publicerar Fodors?",ENTY:cremat,3,9
"Vilka är förnamnen på Rowan och Martin, stjärnorna i TV:s Laugh-In?",HUM:ind,1,30
"Vilket kapitel i Bibeln har flest verser?",NUM:ord,5,42
"Vem är den värsta amerikanska presidenten någonsin?",HUM:ind,1,30
"Vilken asiatisk ledare var känd som The Little Brown Saint?",HUM:ind,1,30
"Vad är det förkortade uttrycket för National Bureau of Investigation?",ABBR:abb,4,0
"Hur snabbt går den snabbaste bilen?",NUM:speed,5,46
"Vilket är det högsta berget i världen?",LOC:mount,0,34
"Vilken båge kan du se från Place de la Concorde?",LOC:other,0,35
"Vem sjunger låten "Drink to me with thine eyes" av Ben Johnson?",HUM:ind,1,30
"Hur länge ska en person tvätta händerna innan de är rena?",NUM:period,5,45
"Vilket håll vrider du din Bic för att öka lågan - medurs eller moturs?",LOC:other,0,35
"Vilket är det rikaste landet i världen?",LOC:country,0,33
"Hur kan jag hitta ett telefonnummer till någon om jag bara känner till deras e-postadress?",DESC:manner,2,4
"Hur kan du kontakta teaterproducenter och marknadsförare online?",DESC:manner,2,4
"Vem är Storbritanniens monark?",HUM:ind,1,30
"Vad är en rädsla för att passera höga föremål?",ENTY:dismed,3,11
"Vad försöker spelare göra när musiken stannar i ett spel av hela havet stormar?",DESC:desc,2,3
"Vilka är de tio vanligaste flicknamnen i USA?",HUM:ind,1,30
"Varför är svart färgen på sorg i väst?",DESC:reason,2,5
"Vilket är det sällsyntaste myntet?",ENTY:other,3,17
"Vilken Judith Rossner-roman gjordes till en film med Diane Keaton i huvudrollen?",ENTY:cremat,3,9
"Vilket land är Australiens största exportmarknad?",LOC:country,0,33
"Var ligger Kentucky Horse Park?",LOC:other,0,35
"Vad är en rädsla för parasiter?",ENTY:dismed,3,11
"I vilka olympiska spel blev Nadia Comaneci populär?",ENTY:sport,3,21
"Vem samlar in data inom turism?",HUM:ind,1,30
"Vad hette dottern till Virginia-chefen Powhatan som gifte sig med John Rolfe?",HUM:ind,1,30
"Vilken är den ledande staten för växandet av pekannötter och jordnötter?",LOC:state,0,36
"Vad tror en nihilist på?",DESC:desc,2,3
"Vad sa Richard Feynman när han hörde att han skulle få Nobelpriset i fysik?",DESC:desc,2,3
"I vilken sport är följande siffror relevanta: 118, 126, 134, 142, 15, 158, 167, 177 och 19?",ENTY:sport,3,21
"Vem var de fyra berömda grundarna av United Artists?",HUM:ind,1,30
